id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
4453,Shirlene Konopelski Ret.,1,bernie@ohara.test,67,15,7,6,395,familiar,4,t,divorciado,,7,6,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4454,Darrel Kling,1,randal.brown@rogahn.example,30,27,22,7,313,individual,1,f,solteiro,,9,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4455,Sammy Brakus,1,shayne@kirlin.test,86,74,26,6,204,familiar,7,t,divorciado,,3,1,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4456,Bernice Marquardt I,1,louisa.quitzon@windler.test,49,18,26,2,79,familiar,7,f,casado,,0,11,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4457,Boyd Kunze,1,ty_collins@miller-grimes.test,10,26,34,2,477,familiar,4,t,solteiro,,0,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4458,Lanny Kutch,1,ian_crist@reilly.test,13,54,13,7,158,individual,5,f,divorciado,,10,4,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4459,Kendra Cruickshank LLD,1,emile@bins.example,77,8,19,5,190,individual,5,f,solteiro,,2,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4460,Dominica Klocko Jr.,1,glayds@douglas.test,24,10,31,3,146,familiar,3,t,solteiro,,8,13,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4461,Tawny Bruen,1,danilo.nader@mayert.example,20,68,35,4,359,familiar,6,t,solteiro,,9,2,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4462,Gov. Lester Hagenes,1,karl.romaguera@bosco.example,22,51,25,7,273,familiar,6,t,divorciado,,10,4,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4463,Lloyd Kozey,1,phebe_marvin@anderson.example,9,70,8,9,5,familiar,4,t,divorciado,,10,7,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4464,Mr. Fe Hirthe,1,elaina_fisher@mccullough.test,18,24,37,5,8,familiar,6,t,divorciado,,0,5,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4465,Rene Ebert,1,cira@labadie.test,7,32,27,1,189,familiar,7,t,solteiro,,9,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4466,Dominque Pfeffer,1,pa_okon@hermiston-runte.example,63,34,1,2,449,familiar,7,t,casado,,2,10,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4467,Richelle Parker,1,eloy@koss.test,2,3,9,3,399,familiar,4,f,divorciado,,4,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4468,Homer Jacobi,1,tom.sporer@grimes.example,48,21,19,6,149,familiar,4,f,solteiro,,10,9,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4469,Adam Bruen,1,brock@bogan-sanford.test,40,14,20,6,133,individual,2,f,casado,,2,9,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4470,Bret Russel,1,cara@gislason-casper.example,8,55,35,3,90,individual,2,t,casado,,0,7,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4471,Herbert Goldner CPA,1,latia.luettgen@olson-mueller.test,30,29,16,2,355,individual,3,f,solteiro,,7,4,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4472,Irving Price,1,gustavo_schaefer@klocko.example,33,65,35,0,347,familiar,1,t,casado,,7,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4473,Therese Frami,1,tisa@veum.test,60,10,27,6,88,familiar,3,t,divorciado,,7,4,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4474,Krystina Bartell,1,cole@wiegand.test,26,1,4,1,137,individual,6,t,solteiro,,7,5,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4475,Delorse Shanahan,1,adriane@hegmann.example,2,36,13,6,264,familiar,3,t,solteiro,,9,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4476,Parthenia Stracke,1,nicholas_homenick@toy.test,76,13,11,7,419,familiar,1,f,solteiro,,10,9,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4477,Sherrell Schowalter,1,kirstin_dickinson@rosenbaum.example,36,32,23,1,17,individual,3,t,casado,,5,7,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4478,Jolyn Lind,1,annamaria.gibson@connelly-huel.example,46,73,3,3,111,individual,6,t,divorciado,,6,1,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4479,Haywood Littel,1,jerica.ritchie@hessel.test,40,10,21,9,395,individual,2,t,solteiro,,5,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4480,Jarrett West,1,charlie.predovic@abernathy.example,71,31,33,1,366,familiar,7,t,solteiro,,4,2,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4481,Isa Grant,1,brice@lebsack.test,48,16,5,3,237,individual,7,f,solteiro,,6,7,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4482,Raye Stokes II,1,jerrell.zemlak@leffler.example,85,14,1,0,340,familiar,7,f,divorciado,,8,1,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4483,Mr. Beula Jacobson,1,duncan@hintz.example,75,34,4,6,403,individual,4,f,divorciado,,8,2,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4484,Jacquiline Keeling Esq.,1,walter.haley@willms.example,77,64,16,0,328,familiar,6,t,divorciado,,7,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4485,Billie Swift,1,chuck_paucek@langworth.test,77,11,33,2,97,familiar,6,t,casado,,9,5,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4486,Jefferey Smith,1,sheena_mueller@berge-miller.test,7,67,17,9,407,familiar,4,f,casado,,8,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4487,Renato Larkin,1,yasmine@haley-purdy.test,84,71,0,7,85,familiar,6,t,casado,,5,3,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4488,Gov. Rosie Robel,1,starr@gleichner.example,23,7,4,7,103,familiar,6,f,divorciado,,7,16,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4489,Gus Crist,1,tod@bauch.test,26,22,25,2,404,familiar,5,f,solteiro,,5,8,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4490,Hermila Treutel,1,jenee@dicki-renner.example,73,15,24,7,237,familiar,3,f,solteiro,,7,3,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4491,Prof. Mohammad Gislason,1,rubin@kilback-kub.test,44,12,18,9,86,individual,4,f,solteiro,,5,0,2024-02-17 00:32:54 UTC,2024-02-17 00:32:54 UTC
4492,Rickie Leannon,1,hilton.rowe@osinski-heathcote.example,61,34,24,2,45,familiar,3,t,divorciado,,9,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4493,Rick Wiegand,1,odessa_becker@mann-brown.test,37,58,37,8,190,individual,3,f,divorciado,,6,20,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4494,Juliet Heidenreich,1,rochell@schowalter.example,64,14,29,1,85,individual,5,f,divorciado,,0,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4495,Jame Klein,1,santos@ziemann-abbott.test,43,28,33,6,379,familiar,4,t,solteiro,,6,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4496,Diane Veum,1,amos@lynch.test,51,50,27,1,427,familiar,5,t,solteiro,,7,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4497,Sen. Shyla Towne,1,jayme@pollich.test,23,56,32,3,496,familiar,7,f,divorciado,,7,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4498,Dr. Reuben Kohler,1,dalton.heidenreich@stiedemann.test,13,30,21,3,494,familiar,7,f,solteiro,,8,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4499,Ralph Satterfield,1,orval_effertz@pouros.example,17,61,6,6,15,familiar,1,f,divorciado,,9,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4500,Ozell Corwin,1,darcy@gulgowski.test,42,19,36,2,294,individual,2,f,divorciado,,3,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4501,Abraham Beahan,1,julian_borer@crist.example,35,10,12,6,259,familiar,4,f,solteiro,,10,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4502,Milissa Stoltenberg,1,ernest.will@abbott.test,84,53,5,3,30,familiar,3,t,solteiro,,0,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4503,Msgr. Armandina Watsica,1,kristal@morissette-larkin.example,50,71,18,1,388,familiar,3,t,solteiro,,7,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4504,Santiago Schuster,1,maximina_pfeffer@hickle.test,58,13,37,2,29,individual,7,f,solteiro,,2,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4505,Eda Dietrich,1,deangelo@weissnat.test,38,39,4,7,127,individual,5,f,solteiro,,10,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4506,Msgr. Kandace Miller,1,casey.daugherty@schumm-rippin.example,45,3,6,9,326,individual,4,t,casado,,0,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4507,Dalia Crist,1,ken@bednar.example,42,54,28,2,110,familiar,7,t,solteiro,,0,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4508,Tawny Towne,1,alex.schumm@kunde-weber.test,47,7,21,7,197,individual,3,f,divorciado,,10,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4509,Emory Breitenberg VM,1,lacy@reichel.example,9,45,17,5,48,familiar,5,t,casado,,7,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4510,Cecile Haley,1,columbus_toy@zulauf-sipes.test,28,57,35,4,115,familiar,1,t,casado,,6,16,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4511,Edda McKenzie,1,hyon.boyer@flatley.example,13,30,27,9,485,individual,5,t,divorciado,,4,18,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4512,Corey Kautzer,1,lenita@dach.test,18,34,23,8,317,individual,5,f,divorciado,,8,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4513,Jacelyn Ortiz,1,alden@koepp-rodriguez.test,4,37,12,3,438,individual,2,f,casado,,8,17,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4514,Porfirio Breitenberg,1,regine.dietrich@kovacek.example,41,68,37,6,34,individual,4,f,casado,,7,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4515,Charmain Morar II,1,cortez.brekke@hahn.test,69,50,14,2,75,individual,7,f,casado,,8,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4516,Thaddeus Olson,1,clora.white@kunze-hayes.test,46,6,22,4,492,familiar,7,t,solteiro,,10,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4517,Ms. Chun Grant,1,charley@heidenreich-wehner.test,11,70,26,9,377,familiar,4,f,solteiro,,10,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4518,Ms. Audra Brakus,1,arturo.ryan@brown.example,59,45,6,1,72,familiar,6,t,casado,,4,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4519,Jayme Weber DO,1,tanika.prohaska@abbott-jacobi.test,9,29,16,3,422,familiar,5,t,solteiro,,0,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4520,Sen. Donella Stanton,1,mauro_maggio@reynolds-hodkiewicz.example,80,69,20,9,294,individual,3,t,solteiro,,3,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4521,Loida Mosciski,1,kasey@quigley.example,62,61,10,9,380,individual,6,f,casado,,10,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4522,Albert Will,1,syreeta_kerluke@heaney.example,15,19,4,8,25,familiar,1,f,casado,,3,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4523,Gennie Abernathy CPA,1,carol@morar.example,42,11,21,0,116,individual,6,t,solteiro,,8,10,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4524,Ms. Jerrie Kuhic,1,ellan@dubuque.test,19,4,11,7,1,familiar,7,t,casado,,0,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4525,Sonny Parisian Esq.,1,shane.medhurst@johns.test,24,60,25,0,136,individual,7,f,casado,,4,15,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4526,Jin Bradtke MD,1,ebonie_bailey@blick-bechtelar.test,45,46,17,6,316,individual,6,f,casado,,7,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4527,Pres. Ben Mills,1,keith@stokes.test,65,10,37,2,157,familiar,4,t,solteiro,,0,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4528,Leila Terry,1,petronila@sporer.test,69,72,33,9,137,familiar,2,t,divorciado,,1,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4529,Ma Hilll,1,sau@pfannerstill.example,10,13,33,4,325,familiar,3,f,divorciado,,5,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4530,Roseann Hammes,1,mark@greenholt.test,44,56,4,4,437,individual,1,f,solteiro,,3,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4531,Sabrina Schuppe,1,colby.casper@parisian.test,75,5,11,8,328,familiar,7,f,divorciado,,0,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4532,Myron Prohaska,1,shaniqua_barton@homenick-wilkinson.example,63,37,33,9,403,individual,5,f,divorciado,,1,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4533,Mr. Jody Doyle,1,demetrius.dooley@monahan.test,64,30,27,0,134,individual,4,f,casado,,4,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4534,Mirta Morar,1,meryl@ritchie-sporer.test,3,42,5,8,177,familiar,6,t,casado,,4,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4535,Luther Zemlak,1,milagro@gerlach.test,2,70,32,5,208,familiar,6,f,solteiro,,3,17,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4536,Ruby Kerluke DO,1,augusta@heller.test,56,57,30,3,315,individual,2,t,solteiro,,8,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4537,Harvey Schowalter V,1,freida@kris.example,37,53,31,0,480,individual,7,t,casado,,10,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4538,Reyes Walsh,1,gabriella@leannon.example,56,69,33,6,103,individual,3,f,divorciado,,1,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4539,Loria Satterfield,1,signe_mclaughlin@west.example,64,57,15,3,384,familiar,3,t,solteiro,,7,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4540,The Hon. Wayne Gottlieb,1,shaquita@ledner-funk.example,32,64,31,3,436,familiar,2,t,solteiro,,9,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4541,Evelina Hirthe,1,jamie@gislason.example,43,25,13,3,99,individual,3,t,casado,,1,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4542,Drusilla Herzog,1,garry@walter.example,80,41,22,6,69,individual,7,t,solteiro,,9,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4543,Luis Graham LLD,1,genaro@wolf.test,66,12,26,9,490,familiar,5,f,casado,,3,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4544,Deedee Smith,1,carmina@schneider.test,72,70,17,4,203,individual,7,t,divorciado,,4,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4545,Shanika Dickens,1,benedict_greenfelder@casper.test,9,50,33,3,207,individual,2,t,solteiro,,9,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4546,Joe Wilkinson,1,samual_schumm@jakubowski.test,69,1,21,8,234,individual,1,t,solteiro,,5,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4547,Eufemia Rutherford,1,wilfred_kuhic@jacobs-bartell.test,12,35,30,5,283,individual,5,t,solteiro,,4,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4548,Mckinley Gorczany,1,nanci.bartell@kling.test,39,31,31,8,324,individual,1,f,casado,,2,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4549,Efrain Murazik Jr.,1,vesta.senger@franecki-schaefer.example,75,4,33,5,252,individual,1,t,divorciado,,3,15,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4550,Zack Klocko,1,maye@emard-lesch.example,80,68,5,1,303,individual,4,t,solteiro,,6,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4551,Anibal Kerluke,1,jerrold_kuvalis@bednar.test,26,38,15,6,198,familiar,4,f,solteiro,,8,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4552,Brenton Hickle,1,linda_funk@ankunding-ortiz.test,1,54,12,9,286,individual,2,f,casado,,8,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4553,Cheryle Swaniawski,1,gale_ohara@herzog-langosh.test,61,31,11,8,478,familiar,1,t,divorciado,,9,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4554,Alva Ledner MD,1,tiana@hoppe-ernser.example,72,19,17,9,302,familiar,6,f,divorciado,,6,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4555,Charlette Mosciski,1,lyndon@bode-hamill.test,56,45,9,8,48,individual,6,t,solteiro,,2,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4556,Kristofer Hintz Jr.,1,johna@gleichner-rogahn.test,55,4,7,3,313,individual,1,f,casado,,2,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4557,Hyun Lindgren I,1,adrien_crist@medhurst-walker.example,75,48,24,7,483,familiar,6,f,divorciado,,10,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4558,Amb. Brad Huels,1,jackie@kerluke.example,73,74,6,6,329,individual,1,f,divorciado,,1,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4559,Elroy Barrows,1,edmund_okon@ledner.example,39,48,5,7,443,familiar,2,t,divorciado,,8,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4560,Kimberly Rempel,1,dirk@christiansen-walker.example,28,62,33,4,167,familiar,3,t,solteiro,,0,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4561,Melida Upton,1,liberty@marquardt.example,71,33,37,5,321,familiar,1,t,divorciado,,7,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4562,Hilda Bins,1,soledad.rosenbaum@bode.example,78,16,37,3,257,individual,7,t,solteiro,,1,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4563,Clifton Cole,1,marina@steuber.example,27,55,26,7,375,individual,6,t,casado,,2,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4564,Senaida Klein MD,1,donn@ratke.test,60,59,27,9,350,familiar,3,f,casado,,6,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4565,Myron Schiller,1,cordell@davis.test,72,74,37,3,309,familiar,6,t,casado,,0,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4566,Denny Conroy,1,gregoria_welch@boyer.example,33,41,30,9,359,individual,7,t,casado,,4,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4567,Dominica Gutkowski,1,theron@muller-feil.test,31,24,6,2,456,individual,4,f,divorciado,,3,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4568,Curtis Leuschke JD,1,mathew@dooley.test,26,24,19,4,209,individual,5,f,solteiro,,3,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4569,Letitia Bins DDS,1,ralph@schowalter-wiegand.example,33,70,4,2,230,individual,6,f,solteiro,,7,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4570,Mozella Borer,1,pearly.wisoky@kuhn-schowalter.test,29,23,4,6,312,familiar,1,f,divorciado,,5,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4571,Neal Carroll,1,pablo@grant-spencer.example,80,60,6,2,378,familiar,3,t,divorciado,,6,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4572,Althea Kunze,1,armandina.collier@mcdermott.test,75,63,10,4,62,familiar,3,t,solteiro,,7,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4573,Therese Barrows,1,oswaldo.wiegand@ruecker.example,25,34,17,8,388,familiar,1,t,casado,,7,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4574,Prof. Maddie Williamson,1,michael@jaskolski.test,80,23,33,3,406,individual,4,t,casado,,4,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4575,Lyndia Champlin IV,1,nickolas_leffler@welch.example,76,40,1,8,306,familiar,3,t,divorciado,,8,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4576,Brian Cole,1,landon@grant-zboncak.test,37,64,22,7,281,familiar,3,t,solteiro,,6,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4577,Dave Barrows,1,mauricio.upton@schiller-buckridge.example,78,49,19,1,147,familiar,4,t,solteiro,,10,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4578,Jewell Stoltenberg,1,devin@damore.test,29,3,2,4,171,individual,4,t,solteiro,,3,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4579,Alonso Baumbach,1,bryan_effertz@russel.example,43,72,36,8,182,individual,3,f,casado,,7,9,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4580,Jake West,1,marcellus@leffler-hoeger.example,4,30,20,8,292,familiar,2,t,divorciado,,4,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4581,Renea McCullough DC,1,vina@bogisich-hodkiewicz.test,13,27,5,6,26,familiar,2,f,divorciado,,10,18,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4582,Gov. Fredda Carter,1,brianne.vonrueden@oconnell-wisozk.test,32,64,1,3,445,familiar,6,f,casado,,0,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4583,Roselyn Daniel,1,barney@rosenbaum.example,54,48,24,8,216,familiar,1,f,casado,,1,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4584,Doyle Goyette,1,jarod.oconner@kuphal.example,20,32,15,7,193,familiar,4,t,solteiro,,8,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4585,Lindsey Heidenreich,1,gordon_pfeffer@kunde.test,23,13,16,6,242,familiar,4,t,divorciado,,2,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4586,Carmen Steuber,1,norman.bosco@cummings-orn.example,28,20,1,0,181,familiar,4,f,casado,,10,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4587,Ma Ziemann,1,ardith@reichert.example,76,28,25,8,251,individual,6,t,casado,,4,16,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4588,Dusty Hayes,1,lucien@jaskolski-williamson.example,55,49,28,4,107,familiar,2,t,solteiro,,2,13,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4589,Jefferey Denesik III,1,elisha.hermiston@marks.test,64,30,29,0,197,familiar,3,f,casado,,8,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4590,Lucas Hammes,1,tobias@dare.example,43,2,24,2,478,familiar,5,f,casado,,2,17,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4591,Stewart Wiegand,1,numbers@zulauf-berge.example,51,19,36,0,157,familiar,2,t,casado,,7,14,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4592,Dr. Lajuana Volkman,1,avelina.gleason@pollich-kuvalis.test,14,27,36,3,35,familiar,5,f,casado,,9,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4593,Camila Kautzer,1,hal.herman@flatley.example,28,71,24,9,353,individual,6,t,divorciado,,2,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4594,Oliver Batz,1,jackson_mcclure@nolan-walter.example,80,54,14,6,54,individual,3,t,solteiro,,0,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4595,Kym Flatley MD,1,terri@torp.test,3,39,37,0,460,familiar,2,t,divorciado,,8,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4596,Amb. Deja Stark,1,leeanna.lemke@olson-collier.example,47,46,3,4,305,individual,3,t,solteiro,,10,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4597,Eugenie Cronin,1,ray.wyman@conn.example,13,43,21,4,259,individual,6,t,divorciado,,9,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4598,Joaquin Rosenbaum,1,oren@harber-crooks.example,37,6,1,3,450,individual,2,t,solteiro,,3,5,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4599,Marc Legros,1,britteny@romaguera.example,12,20,17,9,56,individual,6,f,solteiro,,4,0,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4600,Edra Kuphal,1,shirely@langworth-schumm.test,67,67,17,1,256,familiar,2,f,divorciado,,2,3,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4601,Jacinto Hickle,1,tamiko@schoen-batz.example,28,55,26,3,42,individual,5,t,solteiro,,10,2,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4602,Corrina Maggio,1,vita.corwin@lind.test,86,42,6,4,371,familiar,5,f,solteiro,,10,7,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4603,Rodger Gerhold,1,marine@mitchell.example,35,13,21,3,49,familiar,1,f,casado,,0,8,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4604,Adaline Bauch,1,jorge.mills@walsh.test,81,60,23,8,53,individual,6,t,solteiro,,6,1,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4605,Richard Volkman,1,orlando@rippin.example,86,66,22,3,149,familiar,7,t,divorciado,,7,4,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
4606,Jerome Stiedemann,1,desmond_schroeder@kuphal.test,21,63,3,9,77,familiar,5,t,casado,,1,6,2024-02-17 00:32:55 UTC,2024-02-17 00:32:55 UTC
