id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
4564,Pres. Ruben Schowalter,1,lupe@altenwerth.test,29,23,4,6,312,familiar,1,f,divorciado,baixo,5,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4565,Celinda Bernhard,1,etsuko@braun.example,80,60,6,2,378,familiar,3,t,divorciado,baixo,6,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4566,Dr. Hollis McLaughlin,1,faustino@kuphal-hintz.example,75,63,10,4,62,familiar,3,t,solteiro,médio,7,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4567,Erma McDermott,1,abel@langosh.test,25,34,17,8,388,familiar,1,t,casado,baixo,7,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4568,Rev. Ethan Gorczany,1,markus@feest.test,80,23,33,3,406,individual,4,t,casado,baixo,4,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4569,Kittie Mraz,1,alesia_feil@blick.example,76,40,1,8,306,familiar,3,t,divorciado,médio,8,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4570,Pearlene Tromp,1,roxane.lynch@volkman.example,37,64,22,7,281,familiar,3,t,solteiro,alto,6,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4571,Damian Stroman,1,bobbi@doyle.example,78,49,19,1,147,familiar,4,t,solteiro,médio,10,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4572,Matthew Heathcote,1,elmer.carter@stokes.test,29,3,2,4,171,individual,4,t,solteiro,médio,3,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4573,Heriberto Kertzmann,1,jesse.hudson@klein-torphy.example,43,72,36,8,182,individual,3,f,casado,alto,7,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4574,Halley Wuckert,1,jeromy_hegmann@donnelly.test,4,30,20,8,292,familiar,2,t,divorciado,alto,4,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4575,Nelson Cassin,1,malena@bosco.test,13,27,5,6,26,familiar,2,f,divorciado,médio,10,18,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4576,Charmain Olson,1,kecia@powlowski-morissette.example,32,64,1,3,445,familiar,6,f,casado,alto,0,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4577,Amb. Eliza Stoltenberg,1,chester@koch.example,54,48,24,8,216,familiar,1,f,casado,baixo,1,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4578,Msgr. Sallie Braun,1,antone.rowe@nitzsche-walker.test,20,32,15,7,193,familiar,4,t,solteiro,alto,8,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4579,Dr. Ozzie Beer,1,kellee@carter-predovic.test,23,13,16,6,242,familiar,4,t,divorciado,médio,2,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4580,Golda Weissnat,1,kandice@schumm.example,28,20,1,0,181,familiar,4,f,casado,alto,10,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4581,Toby Kris,1,gene_strosin@powlowski.example,76,28,25,8,251,individual,6,t,casado,alto,4,16,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4582,Kanesha Reichel,1,mana.schinner@bernhard-franecki.test,55,49,28,4,107,familiar,2,t,solteiro,baixo,2,13,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4583,Warner Weimann,1,tenesha@brekke.example,64,30,29,0,197,familiar,3,f,casado,médio,8,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4584,Vernon Grant,1,sandy.raynor@pagac-swift.example,43,2,24,2,478,familiar,5,f,casado,alto,2,17,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4585,Donovan Morar,1,codi.beatty@becker.example,51,19,36,0,157,familiar,2,t,casado,baixo,7,14,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4586,Miss Winston Kertzmann,1,olive@bayer-osinski.example,14,27,36,3,35,familiar,5,f,casado,alto,9,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4587,Jone Raynor Sr.,1,kris.veum@bogan-quigley.test,28,71,24,9,353,individual,6,t,divorciado,alto,2,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4588,Leonor Yost,1,lucius.kunze@hills.test,80,54,14,6,54,individual,3,t,solteiro,baixo,0,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4589,Luba Hauck,1,taylor_howell@wiza.example,3,39,37,0,460,familiar,2,t,divorciado,médio,8,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4590,Mr. Verlie Ebert,1,porter.von@hauck-bailey.test,47,46,3,4,305,individual,3,t,solteiro,alto,10,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4591,Sen. Laurel Torphy,1,nicki@howell-willms.test,13,43,21,4,259,individual,6,t,divorciado,médio,9,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4592,Mrs. Joey Ankunding,1,lucienne.gorczany@mcclure-schroeder.example,37,6,1,3,450,individual,2,t,solteiro,médio,3,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4593,Petronila Davis,1,tennie@dare.test,12,20,17,9,56,individual,6,f,solteiro,alto,4,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4594,Filiberto Nienow,1,lyndon.stiedemann@mills.test,67,67,17,1,256,familiar,2,f,divorciado,baixo,2,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4595,Marlena Grant,1,colleen@rath.example,28,55,26,3,42,individual,5,t,solteiro,médio,10,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4596,Katrina Bechtelar,1,kimbra@ferry.example,86,42,6,4,371,familiar,5,f,solteiro,baixo,10,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4597,Garland Deckow,1,laronda.feil@ryan.example,35,13,21,3,49,familiar,1,f,casado,alto,0,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4598,Sen. Emelia Hand,1,angel@berge.example,81,60,23,8,53,individual,6,t,solteiro,médio,6,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4599,Mora Pollich,1,ed@beer.test,86,66,22,3,149,familiar,7,t,divorciado,médio,7,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4600,Charolette Corkery LLD,1,zofia@anderson.test,21,63,3,9,77,familiar,5,t,casado,médio,1,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4601,Annalee Harris,1,roselle@bergstrom.example,62,44,32,3,62,familiar,2,t,solteiro,baixo,7,16,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4602,Lenny VonRueden,1,tameka@runolfsson.test,73,17,12,1,442,familiar,4,f,casado,baixo,6,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4603,Kelvin Haag DDS,1,arnulfo_hoeger@skiles-kutch.test,75,4,21,2,402,familiar,5,t,solteiro,alto,1,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4604,Sen. Shari Dibbert,1,alexander_corkery@towne.test,4,43,26,8,262,familiar,6,f,divorciado,alto,9,15,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4605,Kizzie Hammes,1,rosetta_ziemann@daniel.example,24,58,15,3,217,individual,1,f,solteiro,médio,4,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4606,Alfredo Davis CPA,1,angelo@boyle.test,54,56,19,2,457,familiar,5,f,casado,alto,10,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4607,Carol Fisher,1,lino@feest.example,40,37,31,9,466,familiar,4,t,casado,baixo,7,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4608,Yuri Hyatt,1,efrain@schaden.example,77,30,31,6,246,individual,1,t,solteiro,baixo,2,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4609,Owen Daniel,1,doyle@kulas-oreilly.example,55,22,9,4,437,familiar,6,t,divorciado,médio,10,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4610,Brigitte Dicki,1,ward@gorczany.test,55,17,26,7,392,familiar,5,t,solteiro,alto,7,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4611,Leah Kilback,1,frida@bayer.test,10,74,35,8,319,familiar,4,t,solteiro,alto,1,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4612,Gordon Walker,1,will_hettinger@beatty.example,15,37,27,9,245,individual,3,t,solteiro,alto,4,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4613,Quintin Herman,1,sunni_altenwerth@legros-wuckert.example,15,4,15,6,237,individual,3,f,solteiro,alto,0,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4614,Wendi Lueilwitz,1,timmy.lang@mraz-hane.test,10,3,31,5,445,familiar,3,t,solteiro,médio,9,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4615,Cecil Kozey,1,tessie_goldner@kihn.test,33,58,35,5,2,individual,3,f,divorciado,baixo,5,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4616,Charita Corkery,1,robby@stark-ledner.test,56,49,16,8,315,familiar,7,t,casado,baixo,7,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4617,Theron Heller,1,granville@koelpin.test,64,12,37,9,274,familiar,1,t,casado,médio,0,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4618,Merrill Konopelski IV,1,brenton@feeney.example,30,40,0,5,193,familiar,7,t,casado,médio,1,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4619,Rev. Lore Rice,1,olin@hettinger.example,19,52,35,1,50,individual,6,f,divorciado,baixo,5,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4620,Ardell Vandervort,1,brady@spinka.example,19,25,24,2,340,familiar,2,f,casado,alto,4,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4621,Rep. Duane Kirlin,1,grover_boehm@flatley.example,65,11,1,4,108,familiar,1,f,solteiro,alto,10,13,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4622,Vern Gleason,1,jae.ledner@bruen.example,73,24,21,8,495,individual,7,f,casado,baixo,1,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4623,Arnette Abshire,1,amalia_wisoky@cartwright.example,55,27,31,4,371,familiar,5,t,solteiro,alto,3,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4624,Magali Wiza,1,marcellus@oconner.example,13,39,30,2,239,familiar,6,f,casado,médio,7,15,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4625,Donald Willms,1,cheryll_ullrich@hilpert.example,67,69,2,2,368,individual,3,t,solteiro,médio,0,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4626,Pres. Alise Runte,1,houston@fritsch-mueller.test,18,66,1,8,140,familiar,3,f,divorciado,baixo,1,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4627,Jonah Tillman,1,carmelina@kuhic.example,22,55,31,9,102,familiar,2,t,casado,baixo,10,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4628,Stefan Hermann,1,myron@cummerata-vonrueden.test,56,63,8,3,215,individual,2,f,divorciado,baixo,5,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4629,Veronica Kutch,1,jean@mills.test,40,30,15,2,377,individual,7,t,solteiro,baixo,4,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4630,Rayford Block,1,mariano_medhurst@watsica-jerde.test,81,25,15,2,360,individual,4,t,divorciado,baixo,5,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4631,Buddy Langosh,1,debrah@mcclure-carroll.example,1,28,26,7,27,individual,5,t,solteiro,baixo,6,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4632,Rev. Dino Haag,1,diego_heidenreich@reichel.example,53,4,3,5,72,individual,6,f,casado,baixo,10,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4633,Marg Lubowitz,1,sherryl.upton@dickens.example,65,69,19,4,174,familiar,1,t,solteiro,alto,3,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4634,Lauren Runte,1,garnett_frami@herman.example,20,19,15,4,460,familiar,6,f,divorciado,baixo,9,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4635,Alec Langworth JD,1,kenneth_rau@parisian-white.test,22,56,29,5,3,individual,2,f,solteiro,médio,2,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4636,Ian Rath I,1,greg@funk.example,59,43,13,9,218,individual,6,t,casado,médio,1,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4637,Yuk Casper,1,jason@stoltenberg-reynolds.test,25,62,7,7,383,individual,2,f,solteiro,baixo,7,14,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4638,Sheree Braun,1,kareem.kshlerin@bednar.example,66,2,14,2,60,individual,4,f,divorciado,médio,9,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4639,Daron Stark,1,stormy@flatley.test,50,26,10,5,104,familiar,2,t,divorciado,baixo,1,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4640,Ms. Laraine Reilly,1,sharmaine_glover@wisoky-wehner.test,39,66,13,7,30,individual,4,f,solteiro,médio,9,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4641,Kai Gerhold,1,cortez@hodkiewicz.example,72,36,6,2,439,individual,7,f,divorciado,alto,9,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4642,Christian Wunsch,1,lucien.rosenbaum@price.example,21,68,28,1,425,familiar,7,t,casado,baixo,6,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4643,Gregg Rau,1,niesha@mann-smitham.example,3,2,17,6,203,familiar,7,f,divorciado,médio,0,17,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4644,Elza Kovacek,1,sergio@murray-jakubowski.test,39,66,36,9,301,individual,3,f,casado,alto,9,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4645,Donnie Feeney,1,latisha_toy@mcdermott-muller.example,12,53,37,2,323,familiar,2,t,solteiro,baixo,7,15,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4646,Jeannie Fadel,1,hannah.hirthe@gerlach.example,82,31,26,6,55,individual,4,f,casado,baixo,1,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4647,Arthur Stoltenberg,1,lucienne_bernhard@leuschke-oconner.example,83,21,7,2,93,familiar,5,t,casado,médio,5,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4648,Shelly Miller,1,corina.flatley@hodkiewicz-kilback.test,86,2,31,7,429,individual,2,t,solteiro,alto,6,19,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4649,Estelle Brekke VM,1,miquel@kiehn.test,25,39,37,4,200,familiar,7,t,casado,médio,5,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4650,Mr. Nada Bailey,1,dona_howell@kutch-ullrich.example,66,11,23,2,79,familiar,7,t,solteiro,alto,8,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4651,Lonna Kautzer,1,brandon@kassulke-ernser.test,75,35,1,6,462,familiar,6,f,casado,alto,2,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4652,Moses Zboncak JD,1,laticia@nitzsche-stiedemann.example,20,4,27,8,452,individual,7,f,divorciado,baixo,4,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4653,Carmelina Shanahan,1,nicki.lesch@steuber.example,51,64,8,2,136,individual,2,t,solteiro,baixo,4,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4654,Arden Ryan,1,jae@goldner.test,49,38,31,5,98,familiar,6,f,divorciado,médio,1,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4655,Jovan Wolf DO,1,krissy_hickle@abernathy.test,16,20,36,2,49,familiar,6,f,casado,médio,10,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4656,Kim Schiller,1,regan.sanford@glover.test,50,30,0,5,416,familiar,1,t,divorciado,alto,8,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4657,Whitley Jaskolski II,1,jeremy@franecki.test,49,27,18,0,465,familiar,1,t,casado,médio,7,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4658,Sasha Collier,1,lavonda@wyman.example,81,74,5,6,397,familiar,1,t,divorciado,médio,0,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4659,Maynard Abbott,1,olinda_stehr@marks.test,12,53,28,5,186,familiar,6,f,casado,alto,7,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4660,Thea Brown DVM,1,madeleine@heller.test,3,30,2,1,367,individual,1,f,casado,médio,0,10,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4661,Dr. Cleta Padberg,1,ammie@gutmann.example,34,48,28,1,344,familiar,2,f,solteiro,médio,1,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4662,Rosy Oberbrunner,1,brice_damore@cassin-daugherty.test,81,46,12,8,452,individual,6,f,casado,médio,8,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4663,John Beahan CPA,1,warner@hermann-moore.test,87,29,30,9,95,familiar,5,f,casado,alto,3,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4664,Ryan Graham,1,dean@shields.test,24,18,29,2,66,familiar,3,t,divorciado,médio,9,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4665,Jeannette Beatty,1,ricardo@collins-rosenbaum.test,60,30,12,9,32,individual,4,f,casado,médio,3,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4666,Amb. Joe Harris,1,nelson_hyatt@ondricka-hirthe.example,46,56,26,2,363,familiar,7,f,solteiro,alto,1,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4667,Brant Ondricka,1,gregorio@wehner.test,78,63,19,5,336,individual,2,f,divorciado,médio,4,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4668,Prof. Gabriella Hessel,1,hulda@anderson-hammes.example,12,71,26,9,258,individual,5,t,casado,médio,8,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4669,Mrs. Claudio Herman,1,tuan_turner@sporer.example,55,53,20,8,116,familiar,3,t,solteiro,médio,3,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4670,Shannon Bartoletti,1,debbi@lowe-graham.example,78,61,18,4,218,individual,6,t,casado,alto,2,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4671,Margaret Orn,1,leopoldo.lesch@borer.test,66,54,13,7,156,familiar,2,f,solteiro,baixo,0,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4672,Mavis MacGyver,1,charlsie.wisozk@gislason-lebsack.example,21,64,36,5,8,familiar,6,t,divorciado,médio,7,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4673,Rivka Parker,1,cami@ritchie-veum.example,39,24,35,9,12,individual,5,t,casado,médio,9,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4674,Clay Hudson,1,alease@heathcote.example,66,56,22,0,33,individual,4,f,divorciado,alto,5,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4675,Alexis Kovacek,1,hildegard.little@buckridge.test,42,16,34,8,120,familiar,1,f,casado,médio,6,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4676,Leora Feest,1,chadwick@reilly.example,35,8,4,9,261,individual,6,t,solteiro,alto,7,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4677,Msgr. Darci Wiegand,1,ronny@lowe.example,51,72,10,4,430,individual,2,f,divorciado,baixo,9,13,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4678,Antony Thiel,1,fabian@abshire.example,67,33,37,3,188,familiar,7,t,solteiro,baixo,7,10,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4679,Sadie Kshlerin Ret.,1,cristopher_zboncak@goldner.test,26,65,7,4,459,individual,6,t,solteiro,baixo,0,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4680,The Hon. Mark Stroman,1,marcene.mccullough@roberts.example,11,28,29,9,401,familiar,6,f,solteiro,médio,0,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4681,Collette Ratke II,1,scottie@abernathy.example,5,67,17,5,261,familiar,5,f,solteiro,médio,1,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4682,Kent Lebsack,1,geoffrey.roberts@marks.example,23,51,6,8,309,familiar,7,f,divorciado,baixo,8,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4683,Joi Welch Esq.,1,janna_lang@streich-bradtke.test,68,26,6,7,339,familiar,6,f,solteiro,alto,4,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4684,Vincenzo Conroy DC,1,man.green@runolfsdottir-schroeder.test,23,13,33,8,84,individual,1,t,divorciado,médio,7,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4685,Williams Becker,1,xiao@grant.test,53,26,27,9,346,familiar,7,t,solteiro,médio,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4686,Wendy Veum,1,johanna@langworth-bosco.example,30,59,3,0,251,familiar,6,t,divorciado,médio,7,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4687,Denny Langosh,1,daryl_hirthe@padberg-larkin.test,48,23,7,0,460,familiar,2,t,casado,médio,3,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4688,Pres. Chris Dibbert,1,ricky@abernathy-nicolas.test,31,57,36,5,191,familiar,6,t,solteiro,baixo,3,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4689,Yoko Herzog,1,deon@rath-toy.example,14,52,33,8,31,individual,5,t,casado,médio,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4690,Corliss Collier,1,lisa.ratke@effertz.test,67,51,22,3,257,individual,7,t,solteiro,baixo,0,12,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4691,Bonny Veum,1,darci@kautzer.test,9,61,5,6,346,individual,3,t,solteiro,baixo,2,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4692,Berna Kulas DO,1,giovanni@stracke.test,82,7,6,8,131,familiar,7,f,casado,alto,0,20,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4693,Milan Rice,1,rupert@pacocha-weissnat.test,67,18,3,7,34,familiar,7,f,divorciado,baixo,1,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4694,Dr. Rocky Upton,1,victorina@cole.example,23,33,1,8,487,individual,1,t,solteiro,baixo,4,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4695,Cedrick Auer,1,shelba@rohan.example,47,25,30,1,497,familiar,4,t,solteiro,baixo,0,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4696,Darren Carroll,1,jessie_schaden@murphy-kozey.example,7,72,26,5,194,familiar,5,t,solteiro,alto,10,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4697,Eloy Baumbach,1,gracie.parisian@mertz.example,58,12,31,9,305,individual,5,f,divorciado,médio,6,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4698,Gov. Lesley Hegmann,1,shana_johns@larkin.test,9,57,0,9,432,familiar,1,t,solteiro,baixo,3,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4699,Wilfred Klocko,1,mireya@rutherford-beer.example,18,45,8,4,244,familiar,6,t,divorciado,alto,0,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4700,Gov. Kristopher Grimes,1,lincoln.barrows@franecki.test,16,36,19,9,470,familiar,6,f,casado,alto,3,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4701,Gov. Brad Bins,1,madalene_schmeler@murazik.example,64,68,1,1,295,individual,5,t,solteiro,alto,2,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4702,Kurt Wehner DVM,1,clotilde@hilll.example,18,74,29,4,250,familiar,6,t,solteiro,alto,7,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4703,Charlie Lubowitz,1,elizebeth.schultz@rogahn.example,17,34,12,8,75,familiar,4,f,solteiro,alto,9,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4704,Elden McKenzie,1,carmelo@lockman.test,80,1,21,6,199,individual,5,t,divorciado,médio,8,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4705,Shad Mohr,1,sherlene@bernier.example,39,63,15,8,367,familiar,3,f,divorciado,alto,5,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4706,Donnell Jacobs,1,ronny_dooley@aufderhar-stamm.example,50,21,3,3,305,familiar,5,t,solteiro,médio,1,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4707,Yon Breitenberg,1,albert.heidenreich@nicolas-schulist.example,30,24,28,4,27,individual,2,f,divorciado,alto,8,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4708,Lucille Osinski,1,guy_murphy@keeling.example,41,50,11,0,149,individual,3,t,divorciado,médio,7,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4709,Ms. Oswaldo Collins,1,yelena_bins@morar.example,39,11,19,5,490,individual,4,f,casado,médio,9,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4710,Michel Beier,1,dion@sauer.test,29,63,2,9,107,individual,2,t,casado,baixo,6,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4711,Alaina Treutel,1,kizzie_davis@runolfsson-luettgen.test,13,58,29,8,341,individual,3,f,casado,baixo,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4712,Miss Zona Schuster,1,olevia@hauck.test,14,37,5,3,391,familiar,7,t,divorciado,baixo,2,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
4713,Mr. Angele Hartmann,1,asa_hickle@gibson-dickinson.test,8,64,9,2,324,individual,5,f,solteiro,alto,9,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC
