id_x,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at_x,updated_at_x,id_y,number,cvc,exp_month,exp_year,customer_id,card_status,stripe_id,created_at_y,updated_at_y
4683,Joi Welch Esq.,1,janna_lang@streich-bradtke.test,68,26,6,7,339,familiar,6,f,solteiro,alto,4,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4683,5555555555554444,762,5,2036,4683,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4684,Vincenzo Conroy DC,1,man.green@runolfsdottir-schroeder.test,23,13,33,8,84,individual,1,t,divorciado,médio,7,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4684,2223003122003222,555,5,2033,4684,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4685,Williams Becker,1,xiao@grant.test,53,26,27,9,346,familiar,7,t,solteiro,médio,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4685,5200828282828210,313,9,2027,4685,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4686,Wendy Veum,1,johanna@langworth-bosco.example,30,59,3,0,251,familiar,6,t,divorciado,médio,7,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4686,5105105105105100,360,2,2037,4686,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4687,Denny Langosh,1,daryl_hirthe@padberg-larkin.test,48,23,7,0,460,familiar,2,t,casado,médio,3,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4687,4242424242424242,760,2,2035,4687,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4688,Pres. Chris Dibbert,1,ricky@abernathy-nicolas.test,31,57,36,5,191,familiar,6,t,solteiro,baixo,3,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4688,4000056655699556,291,2,2037,4688,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4689,Yoko Herzog,1,deon@rath-toy.example,14,52,33,8,31,individual,5,t,casado,médio,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4689,5555555555554444,317,3,2036,4689,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4690,Corliss Collier,1,lisa.ratke@effertz.test,67,51,22,3,257,individual,7,t,solteiro,baixo,0,12,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4690,2223003122003222,168,3,2035,4690,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4691,Bonny Veum,1,darci@kautzer.test,9,61,5,6,346,individual,3,t,solteiro,baixo,2,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4691,5200828282828210,240,2,2037,4691,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4692,Berna Kulas DO,1,giovanni@stracke.test,82,7,6,8,131,familiar,7,f,casado,alto,0,20,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4692,5105105105105100,947,10,2030,4692,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4693,Milan Rice,1,rupert@pacocha-weissnat.test,67,18,3,7,34,familiar,7,f,divorciado,baixo,1,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4693,4242424242424242,374,5,2034,4693,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4694,Dr. Rocky Upton,1,victorina@cole.example,23,33,1,8,487,individual,1,t,solteiro,baixo,4,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4694,4000056655699556,602,11,2026,4694,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4695,Cedrick Auer,1,shelba@rohan.example,47,25,30,1,497,familiar,4,t,solteiro,baixo,0,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4695,5555555555554444,887,2,2034,4695,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4696,Darren Carroll,1,jessie_schaden@murphy-kozey.example,7,72,26,5,194,familiar,5,t,solteiro,alto,10,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4696,2223003122003222,934,8,2028,4696,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4697,Eloy Baumbach,1,gracie.parisian@mertz.example,58,12,31,9,305,individual,5,f,divorciado,médio,6,1,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4697,5200828282828210,541,7,2037,4697,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4698,Gov. Lesley Hegmann,1,shana_johns@larkin.test,9,57,0,9,432,familiar,1,t,solteiro,baixo,3,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4698,5105105105105100,709,9,2031,4698,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4699,Wilfred Klocko,1,mireya@rutherford-beer.example,18,45,8,4,244,familiar,6,t,divorciado,alto,0,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4699,4242424242424242,324,1,2031,4699,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4700,Gov. Kristopher Grimes,1,lincoln.barrows@franecki.test,16,36,19,9,470,familiar,6,f,casado,alto,3,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4700,4000056655699556,203,8,2031,4700,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4701,Gov. Brad Bins,1,madalene_schmeler@murazik.example,64,68,1,1,295,individual,5,t,solteiro,alto,2,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4701,5555555555554444,664,2,2033,4701,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4702,Kurt Wehner DVM,1,clotilde@hilll.example,18,74,29,4,250,familiar,6,t,solteiro,alto,7,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4702,2223003122003222,952,3,2037,4702,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4703,Charlie Lubowitz,1,elizebeth.schultz@rogahn.example,17,34,12,8,75,familiar,4,f,solteiro,alto,9,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4703,5200828282828210,370,9,2037,4703,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4704,Elden McKenzie,1,carmelo@lockman.test,80,1,21,6,199,individual,5,t,divorciado,médio,8,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4704,5105105105105100,315,7,2033,4704,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4705,Shad Mohr,1,sherlene@bernier.example,39,63,15,8,367,familiar,3,f,divorciado,alto,5,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4705,4242424242424242,847,3,2036,4705,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4706,Donnell Jacobs,1,ronny_dooley@aufderhar-stamm.example,50,21,3,3,305,familiar,5,t,solteiro,médio,1,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4706,4000056655699556,923,10,2036,4706,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4707,Yon Breitenberg,1,albert.heidenreich@nicolas-schulist.example,30,24,28,4,27,individual,2,f,divorciado,alto,8,8,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4707,5555555555554444,823,10,2034,4707,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4708,Lucille Osinski,1,guy_murphy@keeling.example,41,50,11,0,149,individual,3,t,divorciado,médio,7,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4708,2223003122003222,899,11,2037,4708,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4709,Ms. Oswaldo Collins,1,yelena_bins@morar.example,39,11,19,5,490,individual,4,f,casado,médio,9,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4709,5200828282828210,908,3,2029,4709,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4710,Michel Beier,1,dion@sauer.test,29,63,2,9,107,individual,2,t,casado,baixo,6,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4710,5105105105105100,103,2,2034,4710,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4711,Alaina Treutel,1,kizzie_davis@runolfsson-luettgen.test,13,58,29,8,341,individual,3,f,casado,baixo,1,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4711,4242424242424242,110,4,2027,4711,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4712,Miss Zona Schuster,1,olevia@hauck.test,14,37,5,3,391,familiar,7,t,divorciado,baixo,2,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4712,4000056655699556,745,6,2031,4712,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4713,Mr. Angele Hartmann,1,asa_hickle@gibson-dickinson.test,8,64,9,2,324,individual,5,f,solteiro,alto,9,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4713,5555555555554444,669,2,2034,4713,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4714,Celsa Champlin,1,terresa@wehner-marvin.example,87,52,13,4,487,individual,6,t,casado,baixo,3,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4714,2223003122003222,140,6,2029,4714,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4715,Vincenzo Predovic,1,roxy@glover.example,32,33,17,7,42,individual,2,f,solteiro,médio,8,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4715,5200828282828210,133,5,2036,4715,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4716,Sanjuanita Thompson,1,marge.schiller@hand-oconnell.example,63,52,20,4,457,familiar,7,t,divorciado,médio,8,20,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4716,5105105105105100,188,4,2039,4716,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4717,Prof. Lory Kshlerin,1,lekisha@rohan.test,42,50,7,5,356,familiar,6,t,divorciado,alto,6,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4717,4242424242424242,240,10,2027,4717,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4718,Lavern Gutmann,1,brady.lueilwitz@vandervort.example,80,50,25,3,193,familiar,4,f,divorciado,alto,7,3,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4718,4000056655699556,381,1,2025,4718,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4719,Marg Reichel,1,quinton_skiles@lakin.example,25,16,13,6,389,individual,2,t,divorciado,baixo,5,19,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4719,5555555555554444,736,7,2030,4719,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4720,Randolph Smith Ret.,1,frederick@kerluke.example,71,60,36,6,32,individual,6,t,divorciado,alto,0,0,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4720,2223003122003222,263,8,2031,4720,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4721,Prof. Nella Cole,1,sudie_bernhard@daniel.example,14,48,16,2,387,individual,3,t,solteiro,médio,10,7,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4721,5200828282828210,340,2,2031,4721,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4722,Ervin Waelchi,1,ellena_barrows@conroy.example,66,52,1,8,114,individual,7,t,divorciado,médio,9,9,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4722,5105105105105100,845,3,2030,4722,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4723,Dorothy Mohr DO,1,george@greenholt-aufderhar.test,77,15,5,0,224,familiar,7,t,divorciado,alto,6,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4723,4242424242424242,112,4,2036,4723,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4724,Jamel Casper,1,palma_parker@flatley.test,69,17,32,5,408,individual,6,t,casado,alto,1,6,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4724,4000056655699556,956,4,2029,4724,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4725,Korey Hamill,1,etsuko@mante-kreiger.test,84,45,31,0,367,familiar,4,f,divorciado,baixo,9,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4725,5555555555554444,494,10,2026,4725,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4726,Gonzalo Rolfson,1,mary@hilpert.test,30,33,2,5,106,familiar,3,f,divorciado,médio,5,4,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4726,2223003122003222,792,4,2034,4726,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4727,Reyes Medhurst,1,synthia@leffler-davis.example,79,72,37,6,217,familiar,2,t,casado,baixo,5,5,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4727,5200828282828210,859,3,2039,4727,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4728,Larraine Harber,1,denisse.lind@harvey.test,55,67,37,6,443,familiar,4,f,casado,médio,6,2,2024-02-16 20:59:43 UTC,2024-02-16 20:59:43 UTC,4728,5105105105105100,330,2,2033,4728,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4729,Suzette Raynor,1,luna@cruickshank-predovic.test,58,68,35,0,372,individual,7,f,solteiro,alto,8,2,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4729,4242424242424242,167,6,2026,4729,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4730,Isadora Leannon,1,dannie_goodwin@rolfson.example,64,35,7,1,327,familiar,6,f,solteiro,médio,2,11,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4730,4000056655699556,123,6,2034,4730,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4731,Michal Lehner,1,ethyl_osinski@christiansen.test,40,70,5,0,241,familiar,5,t,solteiro,médio,7,0,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4731,5555555555554444,451,2,2032,4731,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4732,Miss Basil Christiansen,1,maxie@okon.example,24,63,5,5,279,familiar,2,t,divorciado,alto,5,4,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4732,2223003122003222,617,6,2025,4732,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4733,Ena Stokes,1,jon@doyle.example,65,49,24,0,385,familiar,3,t,casado,alto,8,9,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4733,5200828282828210,912,7,2033,4733,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4734,Tammy Berge,1,willard@schimmel-donnelly.test,61,18,7,4,131,individual,5,t,divorciado,baixo,2,9,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4734,5105105105105100,459,1,2027,4734,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4735,Kent Witting I,1,jackson_keebler@wolff.test,59,47,32,4,226,familiar,4,f,casado,alto,8,1,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4735,4242424242424242,408,7,2038,4735,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4736,Amb. Son Jones,1,johnsie.jones@ebert-jaskolski.test,19,39,31,4,488,familiar,2,f,solteiro,alto,8,7,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4736,4000056655699556,243,2,2027,4736,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4737,Jeane Braun,1,toby@johnson-harris.test,67,10,1,9,475,individual,6,t,divorciado,médio,9,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4737,5555555555554444,849,3,2033,4737,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4738,Pres. Keiko Corkery,1,noah.hilpert@pfannerstill.test,6,49,7,2,461,familiar,6,f,divorciado,médio,10,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4738,2223003122003222,972,7,2028,4738,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4739,Tamisha Hudson VM,1,emelina_howell@prosacco-morar.example,12,5,19,6,240,individual,7,t,casado,alto,4,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4739,5200828282828210,844,11,2030,4739,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4740,Ta Shields,1,carmen@corkery.example,44,31,37,5,231,familiar,3,f,solteiro,baixo,7,4,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4740,5105105105105100,371,8,2025,4740,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4741,Sherry Lindgren,1,nora_brakus@windler-pfannerstill.example,1,56,7,0,498,individual,7,f,casado,médio,6,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4741,4242424242424242,878,5,2033,4741,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4742,Miss Liz Olson,1,ronny@gislason-bayer.test,64,21,24,3,187,individual,6,t,divorciado,médio,5,4,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4742,4000056655699556,766,8,2031,4742,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4743,Tayna Hickle,1,raymond_stanton@hessel.example,55,37,34,4,313,familiar,4,f,solteiro,alto,8,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4743,5555555555554444,456,6,2031,4743,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4744,Beulah Koch,1,mel@gibson.example,53,20,12,6,349,familiar,2,f,solteiro,baixo,3,4,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4744,2223003122003222,249,2,2033,4744,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4745,Arturo Nienow,1,maxima@lueilwitz-dicki.test,64,66,22,1,45,individual,5,t,casado,médio,3,3,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4745,5200828282828210,377,9,2027,4745,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4746,Jane Robel Esq.,1,lucien_breitenberg@mitchell.test,83,23,37,8,140,individual,5,t,solteiro,médio,3,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4746,5105105105105100,262,7,2038,4746,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4747,Sebastian Gleichner,1,stephen@ebert-schamberger.example,58,63,14,4,78,familiar,5,f,casado,baixo,1,13,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4747,4242424242424242,357,5,2025,4747,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4748,Walton Kshlerin CPA,1,cindi.jast@hamill.test,58,9,17,2,102,familiar,7,f,casado,baixo,4,7,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4748,4000056655699556,679,7,2025,4748,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4749,Pres. Nobuko Swaniawski,1,katheleen_quigley@abbott.test,41,48,26,9,41,familiar,7,f,solteiro,alto,2,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4749,5555555555554444,532,11,2029,4749,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4750,Gertha Kub VM,1,tashina@thiel-bernhard.test,78,56,34,9,31,individual,1,f,divorciado,baixo,10,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4750,2223003122003222,138,7,2031,4750,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4751,Shaunna Hintz,1,jacqueline_bogisich@lubowitz-cremin.test,10,19,13,4,227,individual,7,t,divorciado,baixo,1,16,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4751,5200828282828210,141,3,2038,4751,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4752,Mrs. Eartha Cremin,1,shaquita@conroy.test,3,59,4,5,36,familiar,1,t,solteiro,baixo,4,8,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4752,5105105105105100,561,7,2036,4752,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4753,Rory Waelchi DC,1,joey@weissnat.test,84,16,9,2,146,individual,3,f,divorciado,médio,5,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4753,4242424242424242,669,4,2037,4753,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4754,Williams Sipes JD,1,kenneth@bauch.test,86,70,35,1,117,familiar,2,f,casado,baixo,6,3,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4754,4000056655699556,115,7,2033,4754,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4755,Eugenio Mayer I,1,adaline@dibbert.test,47,54,13,6,498,familiar,4,f,casado,alto,1,0,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4755,5555555555554444,518,8,2030,4755,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4756,Keneth Hackett,1,thu@collins-stiedemann.test,39,40,31,3,145,familiar,2,f,casado,baixo,8,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4756,2223003122003222,739,4,2028,4756,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4757,Mabelle Jones,1,vito_cassin@hegmann.example,84,27,35,2,450,familiar,4,t,casado,alto,5,1,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4757,5200828282828210,710,8,2029,4757,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4758,Isidra Macejkovic,1,glennis@schuster.test,59,42,37,3,355,familiar,7,t,solteiro,baixo,7,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4758,5105105105105100,859,4,2032,4758,,,2024-02-16 21:00:02 UTC,2024-02-16 21:00:02 UTC
4759,Dionne Bins,1,maren.schneider@gislason.test,24,11,12,7,473,familiar,2,f,divorciado,médio,0,2,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4759,4242424242424242,587,4,2038,4759,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4760,Mrs. Tyron Lesch,1,raphael@mccullough.test,74,5,17,7,181,familiar,7,f,divorciado,alto,8,5,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4760,4000056655699556,636,7,2037,4760,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4761,Jordon Schneider,1,cassey_leuschke@kerluke.test,20,35,28,8,379,individual,4,f,casado,baixo,0,9,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4761,5555555555554444,267,9,2036,4761,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4762,Marco Daniel,1,gertrudis.gerlach@heathcote-feeney.example,73,28,17,0,331,familiar,1,t,divorciado,alto,4,1,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4762,2223003122003222,703,7,2032,4762,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4763,Johnathon Frami,1,carmela@damore.example,28,70,3,3,366,familiar,4,t,solteiro,médio,10,3,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4763,5200828282828210,991,6,2035,4763,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4764,Rex Predovic,1,merrill@haley.test,67,4,18,2,50,familiar,4,f,casado,médio,3,20,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4764,5105105105105100,974,2,2031,4764,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4765,Rickie Olson,1,cyril@treutel-lynch.test,11,55,17,2,191,individual,3,f,solteiro,alto,10,0,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4765,4242424242424242,912,5,2028,4765,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4766,Mrs. Elia Hermiston,1,booker.hoppe@weimann-kuhn.test,49,69,1,2,69,individual,1,f,solteiro,alto,6,2,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4766,4000056655699556,280,2,2031,4766,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4767,Vance Price,1,jammie_gulgowski@stamm.example,44,3,19,8,182,individual,5,t,solteiro,baixo,10,2,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4767,5555555555554444,644,9,2039,4767,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4768,Arlyne Ebert DVM,1,makeda@shanahan.example,63,38,22,3,303,familiar,7,t,divorciado,médio,7,15,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4768,2223003122003222,104,9,2032,4768,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4769,Donnell Lemke,1,ferdinand.parisian@ortiz.example,71,43,10,0,31,familiar,6,f,casado,médio,10,2,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4769,5200828282828210,603,7,2036,4769,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4770,Donn Gulgowski,1,roseann.mccullough@von.example,9,5,24,8,258,familiar,1,f,divorciado,médio,5,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4770,5105105105105100,443,5,2036,4770,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4771,Jared Huel,1,sharee_pfannerstill@casper.test,19,36,19,5,187,familiar,5,t,casado,alto,0,6,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4771,4242424242424242,937,8,2036,4771,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4772,Gov. Stanley Bins,1,bud.willms@cummerata.test,19,8,10,4,274,familiar,3,t,solteiro,médio,3,9,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4772,4000056655699556,412,5,2030,4772,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4773,Edwina Towne PhD,1,nydia_gottlieb@lebsack.example,21,24,18,8,169,familiar,7,t,solteiro,alto,0,0,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4773,5555555555554444,915,6,2035,4773,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
4774,Eulalia Doyle,1,annamaria@ratke.test,18,33,22,5,155,individual,1,t,casado,baixo,5,4,2024-02-16 20:59:44 UTC,2024-02-16 20:59:44 UTC,4774,2223003122003222,645,7,2036,4774,,,2024-02-16 21:00:03 UTC,2024-02-16 21:00:03 UTC
